tissue	EBML	response	location	link
Adipose_Subcutaneous	NO	0.483667568781082	chr14:49551119	http://www.cagmdb.org/view_table.php?id=112716
Adipose_Subcutaneous	NO	0.480213508123237	chr7:30713407	http://www.cagmdb.org/view_table.php?id=503394
Adipose_Subcutaneous	NO	0.478784937299047	chr15:41918218	http://www.cagmdb.org/view_table.php?id=129790
Adipose_Subcutaneous	NO	0.473251097741239	chr2:127302442	http://www.cagmdb.org/view_table.php?id=321751
Adipose_Subcutaneous	NO	0.472177583497497	chr1:1403241	http://www.cagmdb.org/view_table.php?id=214611
Adipose_Subcutaneous	YES	0.469617607248437	chr11:70331779	http://www.cagmdb.org/view_table.php?id=43870
Adipose_Subcutaneous	NO	0.467254770463715	chr2:55111049	http://www.cagmdb.org/view_table.php?id=307181
Adipose_Subcutaneous	YES	0.466602614354174	chr8:85135766	http://www.cagmdb.org/view_table.php?id=548113
Adipose_Subcutaneous	YES	0.463617313658976	chr20:3045700	http://www.cagmdb.org/view_table.php?id=263953
Adipose_Subcutaneous	NO	0.463438834210729	chr15:52460657	http://www.cagmdb.org/view_table.php?id=132044
Adipose_Subcutaneous	NO	0.461622958565267	chr18:9375921	http://www.cagmdb.org/view_table.php?id=184551
Adipose_Subcutaneous	NO	0.458851388672978	chr1:40477027	http://www.cagmdb.org/view_table.php?id=224111
Adipose_Subcutaneous	NO	0.45852890732823	chr7:64733317	http://www.cagmdb.org/view_table.php?id=509460
Adipose_Subcutaneous	NO	0.45746659975347	chr2:9886674	http://www.cagmdb.org/view_table.php?id=297445
Adipose_Subcutaneous	NO	0.455848207136426	chr6:36039471	http://www.cagmdb.org/view_table.php?id=469293
Adipose_Subcutaneous	NO	0.453980112734845	chr6:106678128	http://www.cagmdb.org/view_table.php?id=483321
Adipose_Subcutaneous	NO	0.447643198089375	chr15:26623538	http://www.cagmdb.org/view_table.php?id=126670
Adipose_Subcutaneous	NO	0.446755028120032	chr4:8507901	http://www.cagmdb.org/view_table.php?id=387525
Adipose_Subcutaneous	NO	0.445495389502459	chr1:111060427	http://www.cagmdb.org/view_table.php?id=238883
Adipose_Subcutaneous	NO	0.445280914228151	chr15:90229923	http://www.cagmdb.org/view_table.php?id=140351
Adipose_Subcutaneous	NO	0.442112704400381	chr1:109717947	http://www.cagmdb.org/view_table.php?id=238640
Adipose_Subcutaneous	NO	0.438023149548526	chr11:57756411	http://www.cagmdb.org/view_table.php?id=40999
Adipose_Subcutaneous	NO	0.436015711558343	chr1:153651386	http://www.cagmdb.org/view_table.php?id=242630
Adipose_Subcutaneous	NO	0.434421650060721	chr1:151770113	http://www.cagmdb.org/view_table.php?id=242271
Adipose_Subcutaneous	NO	0.433463500507463	chr2:28918322	http://www.cagmdb.org/view_table.php?id=301506
Adipose_Subcutaneous	NO	0.433117812104847	chr19:6411551	http://www.cagmdb.org/view_table.php?id=200470
Adipose_Subcutaneous	NO	0.430276670910606	chr5:24193646	http://www.cagmdb.org/view_table.php?id=429796
Adipose_Subcutaneous	NO	0.42649650702324	chr2:169701776	http://www.cagmdb.org/view_table.php?id=330403
Adipose_Subcutaneous	NO	0.426127441063224	chr3:161245143	http://www.cagmdb.org/view_table.php?id=377794
Adipose_Subcutaneous	NO	0.425335031639048	chr1:39020539	http://www.cagmdb.org/view_table.php?id=223731
Adipose_Subcutaneous	NO	0.423980892381801	chr19:32579739	http://www.cagmdb.org/view_table.php?id=207303
Adipose_Subcutaneous	NO	0.423636828951118	chr17:30830777	http://www.cagmdb.org/view_table.php?id=169300
Adipose_Subcutaneous	NO	0.42332269764358	chr2:231527974	http://www.cagmdb.org/view_table.php?id=343566
Adipose_Subcutaneous	YES	0.421612997813099	chr7:100722509	http://www.cagmdb.org/view_table.php?id=517917
Adipose_Subcutaneous	YES	0.420316027908673	chr17:18208489	http://www.cagmdb.org/view_table.php?id=166745
Adipose_Subcutaneous	NO	0.419323356190685	chr15:78943252	http://www.cagmdb.org/view_table.php?id=137852
Adipose_Subcutaneous	NO	0.419142482126661	chr6:132733959	http://www.cagmdb.org/view_table.php?id=488676
Adipose_Subcutaneous	NO	0.416368938065133	chr22:23819322	http://www.cagmdb.org/view_table.php?id=287834
Adipose_Subcutaneous	NO	0.414262806553344	chr12:66298934	http://www.cagmdb.org/view_table.php?id=70757
Adipose_Subcutaneous	NO	0.414227020059592	chr9:97927169	http://www.cagmdb.org/view_table.php?id=575773
Adipose_Subcutaneous	NO	0.413306653274003	chr12:6923961	http://www.cagmdb.org/view_table.php?id=58854
Adipose_Subcutaneous	NO	0.413183668586905	chr19:48841628	http://www.cagmdb.org/view_table.php?id=211854
Adipose_Subcutaneous	NO	0.412352901680897	chr12:10978901	http://www.cagmdb.org/view_table.php?id=59744
Adipose_Subcutaneous	NO	0.411638564508808	chr11:69351889	http://www.cagmdb.org/view_table.php?id=43595
Adipose_Subcutaneous	NO	0.410931592209862	chr12:98674440	http://www.cagmdb.org/view_table.php?id=77829
Adipose_Subcutaneous	NO	0.41034454955265	chr16:571895	http://www.cagmdb.org/view_table.php?id=143065
Adipose_Subcutaneous	NO	0.409560110300893	chr16:31141377	http://www.cagmdb.org/view_table.php?id=150967
Adipose_Subcutaneous	NO	0.408615312873616	chr1:88978815	http://www.cagmdb.org/view_table.php?id=234364
Adipose_Subcutaneous	NO	0.408086073904494	chr19:43531589	http://www.cagmdb.org/view_table.php?id=210156
Adipose_Subcutaneous	NO	0.406421354942356	chr5:65496254	http://www.cagmdb.org/view_table.php?id=437493
Adipose_Subcutaneous	NO	0.406090120392281	chr7:128447907	http://www.cagmdb.org/view_table.php?id=523751
Adipose_Subcutaneous	NO	0.405304650654712	chr2:241747393	http://www.cagmdb.org/view_table.php?id=345662
Adipose_Subcutaneous	NO	0.403775523818092	chr9:128496715	http://www.cagmdb.org/view_table.php?id=582654
Adipose_Subcutaneous	YES	0.403371671305554	chr17:56985104	http://www.cagmdb.org/view_table.php?id=175503
Adipose_Subcutaneous	NO	0.402919039018238	chr11:4113118	http://www.cagmdb.org/view_table.php?id=30820
Adipose_Subcutaneous	NO	0.401305503136769	chr12:10978901	http://www.cagmdb.org/view_table.php?id=59744
Adipose_Subcutaneous	NO	0.398812821776412	chr3:101456942	http://www.cagmdb.org/view_table.php?id=365817
Adipose_Subcutaneous	NO	0.397821698676663	chr19:43907716	http://www.cagmdb.org/view_table.php?id=210280
Adipose_Subcutaneous	YES	0.397233236860396	chr8:143559982	http://www.cagmdb.org/view_table.php?id=560392
Adipose_Subcutaneous	NO	0.39616839263053	chr20:1533115	http://www.cagmdb.org/view_table.php?id=263610
Adipose_Subcutaneous	NO	0.395349237533506	chr21:45750876	http://www.cagmdb.org/view_table.php?id=285817
Adipose_Subcutaneous	NO	0.394655554242494	chr14:23936749	http://www.cagmdb.org/view_table.php?id=107462
Adipose_Subcutaneous	YES	0.394461181901676	chr14:24300644	http://www.cagmdb.org/view_table.php?id=107520
Adipose_Subcutaneous	NO	0.39314673057585	chr17:82117744	http://www.cagmdb.org/view_table.php?id=181796
Adipose_Subcutaneous	NO	0.392775780834409	chr7:7186144	http://www.cagmdb.org/view_table.php?id=498601
Adipose_Subcutaneous	NO	0.390081115198291	chr6:11490991	http://www.cagmdb.org/view_table.php?id=463553
Adipose_Subcutaneous	NO	0.389579239986926	chr9:100031191	http://www.cagmdb.org/view_table.php?id=576230
Adipose_Subcutaneous	NO	0.389336789338401	chr5:115733558	http://www.cagmdb.org/view_table.php?id=447182
Adipose_Subcutaneous	NO	0.388347851860516	chr6:78808922	http://www.cagmdb.org/view_table.php?id=477782
Adipose_Subcutaneous	NO	0.387481297767658	chr1:151941440	http://www.cagmdb.org/view_table.php?id=242305
Adipose_Subcutaneous	NO	0.387219407706849	chr3:42644979	http://www.cagmdb.org/view_table.php?id=354300
Adipose_Subcutaneous	NO	0.386893812388654	chr1:173927102	http://www.cagmdb.org/view_table.php?id=247010
Adipose_Subcutaneous	NO	0.386796386600033	chr11:110433737	http://www.cagmdb.org/view_table.php?id=52083
Adipose_Subcutaneous	NO	0.386165107277474	chr16:4736281	http://www.cagmdb.org/view_table.php?id=143979
Adipose_Subcutaneous	NO	0.38575953539024	chr2:241232985	http://www.cagmdb.org/view_table.php?id=345562
Adipose_Subcutaneous	NO	0.385725578640686	chr12:102099456	http://www.cagmdb.org/view_table.php?id=78586
Adipose_Subcutaneous	NO	0.384081433298789	chr10:73205335	http://www.cagmdb.org/view_table.php?id=17256
Adipose_Subcutaneous	NO	0.382492195843235	chr20:62802939	http://www.cagmdb.org/view_table.php?id=277239
Adipose_Subcutaneous	NO	0.381750315994655	chr3:48246303	http://www.cagmdb.org/view_table.php?id=355458
Adipose_Subcutaneous	NO	0.380259610396539	chr9:127411674	http://www.cagmdb.org/view_table.php?id=582368
Adipose_Subcutaneous	NO	0.379807162497677	chr10:116689613	http://www.cagmdb.org/view_table.php?id=26582
Adipose_Subcutaneous	NO	0.379775393678492	chr6:134944061	http://www.cagmdb.org/view_table.php?id=489186
Adipose_Subcutaneous	NO	0.378835091468283	chr22:45403451	http://www.cagmdb.org/view_table.php?id=293322
Adipose_Subcutaneous	NO	0.378605926284556	chr4:185159363	http://www.cagmdb.org/view_table.php?id=423794
Adipose_Subcutaneous	NO	0.377930235920734	chr17:80173299	http://www.cagmdb.org/view_table.php?id=181402
Adipose_Subcutaneous	NO	0.376632602496775	chr19:52634283	http://www.cagmdb.org/view_table.php?id=212874
Adipose_Subcutaneous	NO	0.376491205930544	chr2:192262120	http://www.cagmdb.org/view_table.php?id=334905
Adipose_Subcutaneous	NO	0.376145600732848	chr15:82971369	http://www.cagmdb.org/view_table.php?id=138755
Adipose_Subcutaneous	NO	0.37537161934004	chr12:118103326	http://www.cagmdb.org/view_table.php?id=82634
Adipose_Subcutaneous	NO	0.374977438205178	chr16:58708850	http://www.cagmdb.org/view_table.php?id=154670
Adipose_Subcutaneous	NO	0.374735668082534	chr9:137261980	http://www.cagmdb.org/view_table.php?id=584728
Adipose_Subcutaneous	NO	0.374713952595229	chr3:196918978	http://www.cagmdb.org/view_table.php?id=385508
Adipose_Subcutaneous	NO	0.373847321143813	chr10:86669037	http://www.cagmdb.org/view_table.php?id=20080
Adipose_Subcutaneous	NO	0.373795585363542	chr5:56882022	http://www.cagmdb.org/view_table.php?id=435810
Adipose_Subcutaneous	NO	0.37183991247345	chr7:33048177	http://www.cagmdb.org/view_table.php?id=503827
Adipose_Subcutaneous	NO	0.370120579717581	chr1:20463765	http://www.cagmdb.org/view_table.php?id=219106
Adipose_Subcutaneous	NO	0.36994579512921	chr1:37763663	http://www.cagmdb.org/view_table.php?id=223443
Adipose_Subcutaneous	NO	0.369145564243645	chr19:5802767	http://www.cagmdb.org/view_table.php?id=200260
Adipose_Subcutaneous	NO	0.369092725875955	chr1:6410511	http://www.cagmdb.org/view_table.php?id=215618
Adipose_Subcutaneous	NO	0.368318154114321	chr12:123579395	http://www.cagmdb.org/view_table.php?id=84256
Adipose_Subcutaneous	NO	0.368130141380466	chr11:71494539	http://www.cagmdb.org/view_table.php?id=44132
Adipose_Subcutaneous	YES	0.368071405450156	chr4:952564	http://www.cagmdb.org/view_table.php?id=385948
Adipose_Subcutaneous	NO	0.367930431114386	chr6:25650638	http://www.cagmdb.org/view_table.php?id=466938
Adipose_Subcutaneous	NO	0.367384163019085	chr19:51511704	http://www.cagmdb.org/view_table.php?id=212614
Adipose_Subcutaneous	NO	0.367291636124362	chr14:75728675	http://www.cagmdb.org/view_table.php?id=118477
Adipose_Subcutaneous	NO	0.363874355902162	chr1:25526139	http://www.cagmdb.org/view_table.php?id=220403
Adipose_Subcutaneous	NO	0.363744909523078	chr7:23283605	http://www.cagmdb.org/view_table.php?id=501841
Adipose_Subcutaneous	NO	0.363314122821587	chr11:94129089	http://www.cagmdb.org/view_table.php?id=48818
Adipose_Subcutaneous	NO	0.360829381765686	chr4:1730035	http://www.cagmdb.org/view_table.php?id=386089
Adipose_Subcutaneous	NO	0.360281215677734	chr22:38590087	http://www.cagmdb.org/view_table.php?id=291570
Adipose_Subcutaneous	NO	0.360115686842807	chr3:51717121	http://www.cagmdb.org/view_table.php?id=356250
Adipose_Subcutaneous	NO	0.359529047626316	chr19:38365699	http://www.cagmdb.org/view_table.php?id=208805
Adipose_Subcutaneous	NO	0.359497621835857	chr1:179053444	http://www.cagmdb.org/view_table.php?id=248098
Adipose_Subcutaneous	NO	0.358546103897663	chr13:25236632	http://www.cagmdb.org/view_table.php?id=87884
Adipose_Subcutaneous	NO	0.358456490261682	chr17:82437626	http://www.cagmdb.org/view_table.php?id=181862
Adipose_Subcutaneous	NO	0.358389070829709	chr6:46746345	http://www.cagmdb.org/view_table.php?id=471739
Adipose_Subcutaneous	YES	0.357563065447273	chr2:73559315	http://www.cagmdb.org/view_table.php?id=311234
Adipose_Subcutaneous	NO	0.355737090594646	chr20:35283295	http://www.cagmdb.org/view_table.php?id=270645
Adipose_Subcutaneous	NO	0.354424567483282	chr5:77583190	http://www.cagmdb.org/view_table.php?id=439736
Adipose_Subcutaneous	NO	0.354199790437856	chr14:30573410	http://www.cagmdb.org/view_table.php?id=108794
Adipose_Subcutaneous	NO	0.353286724328198	chr12:964966	http://www.cagmdb.org/view_table.php?id=57503
Adipose_Subcutaneous	NO	0.352889090014685	chr19:8434703	http://www.cagmdb.org/view_table.php?id=201254
Adipose_Subcutaneous	NO	0.352329462794487	chr19:9668951	http://www.cagmdb.org/view_table.php?id=201663
Adipose_Subcutaneous	NO	0.352241120278621	chr6:33774971	http://www.cagmdb.org/view_table.php?id=468727
Adipose_Subcutaneous	YES	0.35178338069842	chr21:46302072	http://www.cagmdb.org/view_table.php?id=285929
Adipose_Subcutaneous	NO	0.351524036356159	chr2:241216822	http://www.cagmdb.org/view_table.php?id=345558
Adipose_Subcutaneous	YES	0.351486773084999	chr5:140648008	http://www.cagmdb.org/view_table.php?id=452207
Adipose_Subcutaneous	YES	0.349846852073573	chr5:148095939	http://www.cagmdb.org/view_table.php?id=453791
Adipose_Subcutaneous	YES	0.349116606949082	chr21:46599781	http://www.cagmdb.org/view_table.php?id=285986
Adipose_Subcutaneous	NO	0.348811395372515	chr8:86510990	http://www.cagmdb.org/view_table.php?id=548370
Adipose_Subcutaneous	NO	0.348226289978	chr12:75490728	http://www.cagmdb.org/view_table.php?id=72686
Adipose_Subcutaneous	NO	0.347827965360742	chr17:47877230	http://www.cagmdb.org/view_table.php?id=173318
Adipose_Subcutaneous	NO	0.346502057298249	chr2:203268595	http://www.cagmdb.org/view_table.php?id=337265
Adipose_Subcutaneous	NO	0.345907890572243	chr12:132771848	http://www.cagmdb.org/view_table.php?id=86300
Adipose_Subcutaneous	YES	0.345237359661843	chr11:124751122	http://www.cagmdb.org/view_table.php?id=55269
Adipose_Subcutaneous	NO	0.345181327415489	chr7:2858454	http://www.cagmdb.org/view_table.php?id=497410
Adipose_Subcutaneous	NO	0.344368334413081	chr19:18332890	http://www.cagmdb.org/view_table.php?id=204650
Adipose_Subcutaneous	NO	0.34424457587986	chr16:739298	http://www.cagmdb.org/view_table.php?id=143090
Adipose_Subcutaneous	NO	0.344179525070492	chr1:247154118	http://www.cagmdb.org/view_table.php?id=262877
Adipose_Subcutaneous	NO	0.34377020405603	chr6:117407070	http://www.cagmdb.org/view_table.php?id=485637
Adipose_Subcutaneous	NO	0.3434499537614	chr2:24088348	http://www.cagmdb.org/view_table.php?id=300384
Adipose_Subcutaneous	YES	0.342938195299985	chr2:196989510	http://www.cagmdb.org/view_table.php?id=335865
Adipose_Subcutaneous	NO	0.341920780684216	chr12:123687657	http://www.cagmdb.org/view_table.php?id=84293
Adipose_Subcutaneous	NO	0.341765182881139	chr2:86001749	http://www.cagmdb.org/view_table.php?id=313859
Adipose_Subcutaneous	NO	0.341524185389067	chr1:151704809	http://www.cagmdb.org/view_table.php?id=242258
Adipose_Subcutaneous	NO	0.341132049225434	chr19:48115192	http://www.cagmdb.org/view_table.php?id=211623
Adipose_Subcutaneous	NO	0.339283851724803	chr3:112590446	http://www.cagmdb.org/view_table.php?id=368011
Adipose_Subcutaneous	NO	0.338623870879666	chr13:27471544	http://www.cagmdb.org/view_table.php?id=88391
Adipose_Subcutaneous	NO	0.338537394514986	chr1:10535777	http://www.cagmdb.org/view_table.php?id=216723
Adipose_Subcutaneous	NO	0.337165488600706	chr4:109723213	http://www.cagmdb.org/view_table.php?id=408522
Adipose_Subcutaneous	NO	0.336397851125731	chr1:10535777	http://www.cagmdb.org/view_table.php?id=216723
Adipose_Subcutaneous	NO	0.336096764939633	chr17:35453107	http://www.cagmdb.org/view_table.php?id=170293
Adipose_Subcutaneous	NO	0.335930603063321	chr19:3192361	http://www.cagmdb.org/view_table.php?id=199345
Adipose_Subcutaneous	NO	0.335849442095138	chr20:62921802	http://www.cagmdb.org/view_table.php?id=277260
Adipose_Subcutaneous	NO	0.334784026640186	chr1:201902445	http://www.cagmdb.org/view_table.php?id=252991
Adipose_Subcutaneous	NO	0.334003311903611	chr7:90198978	http://www.cagmdb.org/view_table.php?id=515591
Adipose_Subcutaneous	NO	0.332939439627605	chr1:196728715	http://www.cagmdb.org/view_table.php?id=251866
Adipose_Subcutaneous	NO	0.331495484932546	chr2:109626482	http://www.cagmdb.org/view_table.php?id=318043
Adipose_Subcutaneous	NO	0.33147140216665	chr16:28863894	http://www.cagmdb.org/view_table.php?id=150453
Adipose_Subcutaneous	NO	0.331249931046561	chr5:50748194	http://www.cagmdb.org/view_table.php?id=434548
Adipose_Subcutaneous	NO	0.329974178466784	chr13:46689713	http://www.cagmdb.org/view_table.php?id=92453
Adipose_Subcutaneous	NO	0.328990455845966	chr7:43711013	http://www.cagmdb.org/view_table.php?id=506016
Adipose_Subcutaneous	NO	0.326358061125634	chr1:86063360	http://www.cagmdb.org/view_table.php?id=233782
Adipose_Subcutaneous	NO	0.326031401895118	chr17:44306894	http://www.cagmdb.org/view_table.php?id=172456
Adipose_Subcutaneous	NO	0.325165418683265	chr21:36973992	http://www.cagmdb.org/view_table.php?id=283889
Adipose_Subcutaneous	NO	0.324711016573282	chr5:72226700	http://www.cagmdb.org/view_table.php?id=438632
Adipose_Subcutaneous	NO	0.324682026902706	chr5:157516936	http://www.cagmdb.org/view_table.php?id=455722
Adipose_Subcutaneous	NO	0.324441516152653	chr10:93702523	http://www.cagmdb.org/view_table.php?id=21597
Adipose_Subcutaneous	NO	0.323329781904127	chr17:58662416	http://www.cagmdb.org/view_table.php?id=175905
Adipose_Subcutaneous	NO	0.322684940001248	chr11:111382944	http://www.cagmdb.org/view_table.php?id=52281
Adipose_Subcutaneous	NO	0.321710121033641	chr6:83040379	http://www.cagmdb.org/view_table.php?id=478550
Adipose_Subcutaneous	NO	0.321577858477403	chr7:108586634	http://www.cagmdb.org/view_table.php?id=519726
Adipose_Subcutaneous	NO	0.321213114242002	chr19:49580290	http://www.cagmdb.org/view_table.php?id=212089
Adipose_Subcutaneous	NO	0.320800172787128	chr3:128611670	http://www.cagmdb.org/view_table.php?id=371228
Adipose_Subcutaneous	NO	0.319967297417471	chr10:68283744	http://www.cagmdb.org/view_table.php?id=16055
Adipose_Subcutaneous	NO	0.319867307427175	chr1:109717947	http://www.cagmdb.org/view_table.php?id=238640
Adipose_Subcutaneous	NO	0.317935726761747	chr6:158998886	http://www.cagmdb.org/view_table.php?id=494482
Adipose_Subcutaneous	NO	0.317895641818132	chr6:106678128	http://www.cagmdb.org/view_table.php?id=483321
Adipose_Subcutaneous	NO	0.316772449874296	chr7:736848	http://www.cagmdb.org/view_table.php?id=496900
Adipose_Subcutaneous	NO	0.316169170596118	chr5:151235683	http://www.cagmdb.org/view_table.php?id=454466
Adipose_Subcutaneous	NO	0.314692085929435	chr3:122688086	http://www.cagmdb.org/view_table.php?id=370103
Adipose_Subcutaneous	NO	0.314260375251838	chr21:36062811	http://www.cagmdb.org/view_table.php?id=283645
Adipose_Subcutaneous	NO	0.31270850839757	chr21:41420288	http://www.cagmdb.org/view_table.php?id=284921
Adipose_Subcutaneous	NO	0.312480776778276	chr20:62035579	http://www.cagmdb.org/view_table.php?id=277066
Adipose_Subcutaneous	NO	0.312296243788814	chr12:43733171	http://www.cagmdb.org/view_table.php?id=65849
Adipose_Subcutaneous	NO	0.311996838475646	chr2:227340092	http://www.cagmdb.org/view_table.php?id=342612
Adipose_Subcutaneous	NO	0.310206260579861	chr1:20024392	http://www.cagmdb.org/view_table.php?id=219016
Adipose_Subcutaneous	NO	0.309663740307795	chr9:124350502	http://www.cagmdb.org/view_table.php?id=581632
Adipose_Subcutaneous	NO	0.309301496103707	chr5:132813631	http://www.cagmdb.org/view_table.php?id=450544
Adipose_Subcutaneous	NO	0.30884657641911	chr11:113360052	http://www.cagmdb.org/view_table.php?id=52708
Adipose_Subcutaneous	NO	0.308819488229414	chr22:44515116	http://www.cagmdb.org/view_table.php?id=293088
Adipose_Subcutaneous	NO	0.308636286009022	chr4:5883656	http://www.cagmdb.org/view_table.php?id=386940
Adipose_Subcutaneous	NO	0.308557668783507	chr12:8926916	http://www.cagmdb.org/view_table.php?id=59319
Adipose_Subcutaneous	NO	0.308252052950677	chr5:178727853	http://www.cagmdb.org/view_table.php?id=460551
Adipose_Subcutaneous	NO	0.307851913979096	chr20:13827935	http://www.cagmdb.org/view_table.php?id=266325
Adipose_Subcutaneous	NO	0.307288165606461	chr19:21075110	http://www.cagmdb.org/view_table.php?id=205289
Adipose_Subcutaneous	NO	0.306087214211876	chr1:7900417	http://www.cagmdb.org/view_table.php?id=215977
Adipose_Subcutaneous	NO	0.305844569940939	chr17:16413290	http://www.cagmdb.org/view_table.php?id=166348
Adipose_Subcutaneous	NO	0.304862904769381	chr14:41606868	http://www.cagmdb.org/view_table.php?id=111145
Adipose_Subcutaneous	NO	0.304113902658568	chr17:7113801	http://www.cagmdb.org/view_table.php?id=164075
Adipose_Subcutaneous	NO	0.303783267091793	chr12:98674440	http://www.cagmdb.org/view_table.php?id=77829
